,subarea_name,category_name,sub_category_name,room_count,bathroom_count,parking_count,size (sqrt),property_type,price (RM)
1023,Simpang Ampat,House,1-storey Terraced House,3,2,0,800,Freehold,400000
1024,Greenlane,House,2-storey Terraced House,5,3,0,1650,Freehold,1500000
1025,Ayer Itam,Apartment / Condominium,Apartment,3,2,1,700,Freehold,360000
1026,Paya Terubong,Apartment / Condominium,Condominium,3,3,2,1674,Freehold,680000
1027,Ayer Itam,Apartment / Condominium,Condominium,3,3,1,1091,Freehold,590000
1028,Ayer Itam,Apartment / Condominium,Condominium,3,3,1,1091,Freehold,570000
1029,Ayer Itam,Apartment / Condominium,Condominium,3,3,1,1091,Freehold,590000
1030,Greenlane,House,2-storey Terraced House,5,3,0,1650,Freehold,1500000
1031,Georgetown,Apartment / Condominium,Apartment,3,2,1,850,Freehold,375000
1032,Greenlane,Apartment / Condominium,Condominium,4,5,3,2600,Freehold,1500000
1033,Georgetown,Apartment / Condominium,Apartment,3,2,1,850,Freehold,380000
1034,Bayan Lepas,Apartment / Condominium,Condominium,3,2,2,850,Leasehold,500000
1035,Jelutong,Apartment / Condominium,Condominium,3,2,1,1000,Leasehold,320000
1036,Seberang Jaya,House,1-storey Terraced House,3,2,0,1357,Leasehold,300000
1037,Greenlane,House,Semi-Detached House,4,3,0,3660,Freehold,2300000
1038,Jelutong,House,1-storey Terraced House,3,2,0,1429,Freehold,860000
1039,Jelutong,House,1-storey Terraced House,3,2,0,1800,Freehold,980000
1040,Gelugor,Apartment / Condominium,Condominium,3,2,2,1313,Freehold,870000
1041,Jawi,House,2-storey Terraced House,4,3,0,1194,Freehold,360000
1042,Nibong Tebal,House,Semi-Detached House,4,3,0,2626,Freehold,790000
1043,Bayan Lepas,Apartment / Condominium,Apartment,3,2,1,720,Freehold,400000
1044,Bayan Lepas,Apartment / Condominium,Condominium,3,2,0,950,Freehold,920000
1045,Bayan Lepas,Apartment / Condominium,Condominium,1,1,1,440,Freehold,445000
1046,Butterworth,Apartment / Condominium,Condominium,4,2,3,1668,Freehold,528000
1047,Bayan Lepas,Apartment / Condominium,Condominium,3,2,2,872,Freehold,648000
1048,Jelutong,Apartment / Condominium,Apartment,3,2,1,646,Freehold,350000
1049,Tanjong Tokong,Apartment / Condominium,Apartment,3,2,1,678,Freehold,250000
1050,Bertam,House,2-storey Terraced House,4,3,0,1539,Freehold,440000
1051,Sungai Ara,Apartment / Condominium,Condominium,3,2,2,1182,Freehold,470000
1052,Bayan Lepas,Apartment / Condominium,Condominium,3,2,1,850,Leasehold,480000
1053,Bayan Lepas,Apartment / Condominium,Condominium,3,2,1,850,Leasehold,400000
1054,Jelutong,Apartment / Condominium,Apartment,3,2,1,700,Freehold,330000
1055,Bayan Lepas,Apartment / Condominium,Condominium,3,2,1,850,Leasehold,430000
1056,Bayan Lepas,Apartment / Condominium,Condominium,3,2,2,850,Leasehold,550000
1057,Bayan Lepas,Apartment / Condominium,Condominium,3,2,1,700,Freehold,250000
1058,Bayan Lepas,Apartment / Condominium,Apartment,3,2,1,800,Freehold,360000
1059,Tanjong Tokong,Apartment / Condominium,Condominium,3,2,2,850,Freehold,580000
1060,Teluk Kumbar,Apartment / Condominium,Apartment,3,2,0,700,Freehold,260000
1061,Relau,Apartment / Condominium,Condominium,3,2,2,1161,Freehold,630000
1062,Bertam,House,2-storey Terraced House,4,3,0,1775,Freehold,515000
1063,Greenlane,House,2-storey Terraced House,4,2,0,2500,Freehold,1555000
1064,Greenlane,Apartment / Condominium,Condominium,3,2,1,860,Freehold,438000
1065,Paya Terubong,Apartment / Condominium,Condominium,3,3,2,1508,Freehold,630000
1066,Paya Terubong,House,Semi-Detached House,5,2,0,2196,Freehold,1500000
1067,Ayer Itam,Apartment / Condominium,Condominium,3,2,2,1080,Freehold,635000
1068,Paya Terubong,House,Semi-Detached House,3,2,0,3224,Freehold,1200000
1069,Paya Terubong,Apartment / Condominium,Apartment,3,2,1,700,Freehold,328000
1070,Gelugor,Apartment / Condominium,Apartment,3,2,0,608,Freehold,250000
1071,Bukit Mertajam,House,2-storey Terraced House,4,3,0,1399,Freehold,410000
1072,Sungai Ara,Apartment / Condominium,Flat,3,1,1,604,Freehold,155000
1073,Bayan Lepas,Apartment / Condominium,Apartment,3,2,1,925,Leasehold,335000
1074,Bayan Lepas,Apartment / Condominium,Apartment,3,2,1,720,Freehold,230000
1075,Alma,House,Semi-Detached House,4,4,0,4435,Freehold,488000
1076,Batu Ferringhi,Apartment / Condominium,Condominium,3,2,1,850,Freehold,480000
1077,Jelutong,Apartment / Condominium,Condominium,3,2,1,800,Freehold,394000
1078,Ayer Itam,Apartment / Condominium,Apartment,3,2,1,700,Freehold,290000
1079,Greenlane,Apartment / Condominium,Condominium,4,3,2,1800,Freehold,800000
1080,Ayer Itam,Apartment / Condominium,Apartment,3,2,2,838,Freehold,370000
1081,Bayan Lepas,Apartment / Condominium,Condominium,3,2,1,1184,Leasehold,599999
1082,Georgetown,House,1-storey Terraced House,2,2,0,2250,Freehold,1300000
1083,Tasek Gelugor,House,2-storey Terraced House,3,3,0,2204,Freehold,478000
1084,Ayer Itam,Apartment / Condominium,Apartment,4,2,1,1097,Freehold,400000
1085,Jelutong,Apartment / Condominium,Condominium,3,2,1,900,Leasehold,315000
1086,Jelutong,Apartment / Condominium,Apartment,3,2,1,550,Leasehold,215000
1087,Bayan Baru,House,Cluster House,2,2,0,707,Leasehold,310000
1088,Bertam,House,Zero-Lot Bungalow,3,2,0,2880,Freehold,570000
1089,Ayer Itam,Apartment / Condominium,Condominium,3,2,2,838,Freehold,410000
1090,Ayer Itam,Apartment / Condominium,Condominium,3,2,1,838,Freehold,328000
1091,Greenlane,Apartment / Condominium,Condominium,4,4,3,2600,Freehold,1480000
1092,Greenlane,Apartment / Condominium,Apartment,3,2,1,800,Freehold,398000
1093,Gelugor,Apartment / Condominium,Condominium,3,4,2,1819,Freehold,1280000
1094,Ayer Itam,Apartment / Condominium,Condominium,4,2,1,1650,Freehold,488000
1095,Bayan Lepas,Apartment / Condominium,Condominium,3,2,1,850,Leasehold,400000
1096,Tanjong Tokong,Apartment / Condominium,Condominium,3,2,2,1226,Freehold,800000
1097,Georgetown,Apartment / Condominium,Apartment,3,2,0,1100,Freehold,975000
1098,Ayer Itam,House,Semi-Detached House,5,3,0,4159,Freehold,1780000
1099,Bayan Lepas,Apartment / Condominium,Condominium,3,2,2,700,Freehold,350000
1100,Jelutong,Apartment / Condominium,Apartment,3,2,1,646,Freehold,310000
1101,Bertam,House,Cluster House,3,1,0,818,Freehold,230000
1102,Gelugor,Apartment / Condominium,Condominium,4,2,2,1752,Freehold,878000
1103,Tanjong Tokong,Apartment / Condominium,Condominium,1,1,0,1132,Freehold,900000
1104,Tanjong Tokong,Apartment / Condominium,Condominium,3,2,0,1047,Freehold,675000
1105,Tanjong Tokong,Apartment / Condominium,Apartment,3,2,0,700,Freehold,370000
1106,Bukit Mertajam,Apartment / Condominium,Service Residence,3,2,2,1167,Freehold,415000
1107,Bukit Mertajam,Apartment / Condominium,Condominium,3,2,2,1345,Freehold,398000
1108,Nibong Tebal,House,1-storey Terraced House,3,2,0,2217,Freehold,360000
1109,Greenlane,House,Terraced House,4,3,0,2500,Freehold,1600000
1110,Ayer Itam,House,Bungalow House,8,3,0,6411,Freehold,2800000
1111,Jelutong,Apartment / Condominium,Condominium,3,2,2,1450,Freehold,840000
1112,Batu Kawan,Apartment / Condominium,Condominium,1,1,2,740,Freehold,485000
1113,Bertam,House,1-storey Terraced House,3,2,0,1363,Freehold,400000
1114,Bayan Baru,House,Cluster House,2,1,0,750,Leasehold,220000
1115,Simpang Ampat,House,2-storey Terraced House,4,3,0,1720,Freehold,390000
1116,Bukit Jambul,Apartment / Condominium,Condominium,3,2,2,968,Leasehold,469000
1117,Bayan Lepas,House,2-storey Terraced House,4,4,0,1650,Freehold,1450000
1118,Bayan Lepas,Apartment / Condominium,Condominium,3,2,1,700,Freehold,260000
1119,Jelutong,Apartment / Condominium,Condominium,3,3,3,1424,Freehold,970000
1120,Ayer Itam,Apartment / Condominium,Apartment,3,2,1,700,Freehold,360000
1121,Gelugor,Apartment / Condominium,Condominium,3,4,2,1819,Freehold,1250000
1122,Bayan Lepas,House,2-storey Terraced House,4,3,0,2000,Freehold,995000
1123,Georgetown,Apartment / Condominium,Condominium,3,2,2,1000,Leasehold,470000
1124,Jelutong,House,3-storey Terraced House,5,5,0,3300,Freehold,1880000
1125,Jelutong,Apartment / Condominium,Condominium,3,2,3,1424,Freehold,1180000
1126,Sungai Ara,Apartment / Condominium,Condominium,3,2,1,1200,Freehold,539000
1127,Tanjong Tokong,Apartment / Condominium,Condominium,3,2,2,1300,Leasehold,488000
1128,Simpang Ampat,House,2-storey Terraced House,4,3,0,2000,Freehold,550000
1129,Georgetown,Apartment / Condominium,Condominium,5,6,3,5200,Freehold,3100000
1130,Georgetown,House,2.5-storey Terraced House,More than 10,More than 10,0,3566,Freehold,4200000
1131,Batu Ferringhi,House,Bungalow House,4,3,0,3800,Freehold,2200000
1132,Bukit Jambul,Apartment / Condominium,Condominium,4,4,3,1679,Leasehold,1200000
1133,Jelutong,Apartment / Condominium,Apartment,3,2,1,1100,Freehold,480000
1134,Bayan Lepas,Apartment / Condominium,Service Residence,3,2,2,1000,Freehold,520000
1135,Paya Terubong,Apartment / Condominium,Apartment,3,2,1,700,Freehold,380000
1136,Bayan Lepas,Apartment / Condominium,Condominium,3,2,1,700,Freehold,260000
1137,Paya Terubong,Apartment / Condominium,Apartment,3,2,1,700,Freehold,380000
1138,Bayan Baru,Apartment / Condominium,Condominium,3,2,2,1300,Freehold,550000
1139,Jelutong,Apartment / Condominium,Apartment,3,2,1,800,Leasehold,320000
1140,Pulau Tikus,Apartment / Condominium,Condominium,3,2,1,1600,Freehold,750000
1141,Bertam,House,Bungalow House,6,6,0,5856,Freehold,1200000
1142,Gelugor,Apartment / Condominium,Apartment,3,2,1,680,Freehold,350000
1143,Bertam,House,Bungalow House,6,6,0,5845,Freehold,1400000
1144,Bertam,House,Semi-Detached House,5,3,0,3073,Freehold,660000
1145,Bayan Lepas,Apartment / Condominium,Condominium,3,2,1,700,Freehold,220000
1146,Bayan Lepas,Apartment / Condominium,Condominium,6,6,3,2200,Freehold,1080000
1147,Bayan Lepas,Apartment / Condominium,Apartment,3,1,1,700,Freehold,330000
1148,Gelugor,Apartment / Condominium,Condominium,3,2,2,1200,Freehold,590000
1149,Paya Terubong,House,Townhouse,4,3,0,1700,Freehold,650000
1150,Ayer Itam,Apartment / Condominium,Apartment,3,2,0,710,Freehold,279000
1151,Sungai Ara,Apartment / Condominium,Apartment,3,1,1,624,Freehold,258000
1152,Jelutong,Apartment / Condominium,Condominium,3,2,1,700,Freehold,408000
1153,Gelugor,Apartment / Condominium,Condominium,3,2,1,850,Freehold,338000
1154,Ayer Itam,Apartment / Condominium,Apartment,3,2,1,800,Leasehold,275000
1155,Georgetown,Apartment / Condominium,Apartment,3,2,1,1000,Leasehold,480000
1156,Gelugor,Apartment / Condominium,Apartment,3,2,1,700,Freehold,300000
1157,Georgetown,Apartment / Condominium,Flat,3,2,1,860,Leasehold,250000
1158,Jelutong,Apartment / Condominium,Condominium,3,2,2,947,Leasehold,520000
1159,Sungai Nibong,House,2-storey Terraced House,4,3,0,2000,Freehold,1350000
1160,Sungai Nibong,House,1-storey Terraced House,3,2,0,1400,Freehold,760000
1161,Simpang Ampat,House,2-storey Terraced House,4,3,0,1584,Freehold,480000
1162,Jelutong,Apartment / Condominium,Condominium,3,2,2,800,Leasehold,335000
1163,Bertam,House,1-storey Terraced House,3,2,0,1540,Freehold,330000
1164,Bukit Minyak,House,Semi-Detached House,3,2,0,2250,Freehold,450000
1165,Jelutong,Apartment / Condominium,Apartment,3,2,1,646,Freehold,310000
1166,Bertam,House,2-storey Terraced House,4,3,0,1518,Freehold,480000
1167,Georgetown,Apartment / Condominium,Condominium,3,2,1,1130,Freehold,598000
1168,Ayer Itam,Apartment / Condominium,Apartment,3,2,2,700,Freehold,385000
1169,Jelutong,House,1-storey Terraced House,3,2,0,1684,Freehold,1050000
1170,Greenlane,Apartment / Condominium,Apartment,3,2,1,800,Freehold,390000
1171,Bayan Lepas,Apartment / Condominium,Apartment,3,2,1,900,Freehold,395000
1172,Bertam,House,Cluster House,3,2,0,818,Freehold,225000
1173,Kepala Batas,Land,Residential,0,0,0,0.2,Freehold,217000
1174,Bayan Lepas,Apartment / Condominium,Condominium,3,2,1,800,Freehold,330000
1175,Bertam,House,Cluster House,3,1,0,818,Freehold,220000
1176,Bagan Ajam,House,2-storey Terraced House,4,3,0,1313,Freehold,450000
1177,Bertam,House,Cluster House,3,1,0,818,Freehold,250000
1178,Kepala Batas,Land,Residential,0,0,0,0.26,Freehold,288000
1179,Tasek Gelugor,Land,Agricultural,0,0,0,3.8,Leasehold,450000
1180,Sungai Pinang,Commercial Property,Warehouse / Factory,0,0,0,22235,Freehold,7115200
1181,Sungai Ara,Apartment / Condominium,Apartment,3,2,1,650,Freehold,220000
1182,Bukit Mertajam,Apartment / Condominium,Condominium,3,2,2,1200,Freehold,460000
1183,Balik Pulau,House,2-storey Terraced House,4,3,0,1400,Freehold,680000
1184,Bertam,House,1-storey Terraced House,3,2,0,1548,Freehold,330000
1185,Bukit Mertajam,Apartment / Condominium,Flat,3,1,0,753,Freehold,108000
1186,Gelugor,Apartment / Condominium,Condominium,4,4,3,2700,Freehold,2700000
1187,Ayer Itam,Apartment / Condominium,Condominium,3,3,2,1508,Freehold,630000
1188,Paya Terubong,House,Townhouse,4,3,0,1900,Freehold,735000
1189,Ayer Itam,House,2-storey Terraced House,4,2,0,3155,Freehold,1180000
1190,Greenlane,Apartment / Condominium,Condominium,4,4,3,2600,Freehold,1200000
1191,Bukit Mertajam,House,3.5-storey Terraced House,6,5,0,3800,Freehold,1050000
1192,Kubang Semang,House,2-storey Terraced House,4,3,0,1400,Freehold,450000
1193,Bukit Mertajam,House,1-storey Terraced House,2,2,0,1300,Freehold,300000
1194,Bayan Lepas,Apartment / Condominium,Condominium,4,3,2,2000,Leasehold,980000
1195,Relau,Apartment / Condominium,Apartment,3,2,1,800,Freehold,350000
1196,Bayan Lepas,House,2-storey Terraced House,4,3,0,3616,Freehold,2200000
1197,Juru,Apartment / Condominium,Apartment,3,2,1,784,Freehold,265000
1198,Butterworth,Apartment / Condominium,Others,5,4,2,3779,Freehold,980000
1199,Butterworth,Apartment / Condominium,Apartment,4,2,2,1718,Freehold,480000
1200,Jawi,House,Semi-Detached House,3,2,0,2720,Freehold,560000
1201,Teluk Kumbar,House,2-storey Terraced House,4,3,0,1350,Freehold,850000
1202,Batu Kawan,House,2-storey Terraced House,4,4,0,2331,Freehold,845000
1203,Bukit Mertajam,House,Townhouse,3,3,0,1582,Freehold,540000
1204,Bukit Mertajam,House,Townhouse,3,3,0,1636,Freehold,580000
1205,Simpang Ampat,Apartment / Condominium,Condominium,2,2,2,802,Freehold,435000
1206,Simpang Ampat,Apartment / Condominium,Condominium,2,2,2,802,Freehold,435000
1207,Batu Kawan,House,Semi-Detached House,4,4,0,2329,Freehold,1088000
1208,Ayer Itam,Apartment / Condominium,Condominium,3,2,2,886,Leasehold,425000
1209,Ayer Itam,Apartment / Condominium,Apartment,3,2,1,886,Leasehold,398000
1210,Ayer Itam,Apartment / Condominium,Apartment,3,2,1,920,Leasehold,385000
1211,Sungai Nibong,Apartment / Condominium,Apartment,3,2,1,818,Leasehold,350000
1212,Sungai Nibong,Apartment / Condominium,Apartment,3,2,1,700,Freehold,320000
1213,Bayan Lepas,Apartment / Condominium,Apartment,3,2,1,900,Freehold,395000
1214,Bayan Lepas,Apartment / Condominium,Apartment,3,2,1,818,Leasehold,280000
1215,Bayan Lepas,Apartment / Condominium,Apartment,3,2,3,710,Freehold,340000
1216,Paya Terubong,Apartment / Condominium,Condominium,3,3,2,1533,Freehold,638000
1217,Gelugor,Apartment / Condominium,Condominium,3,4,2,2314,Freehold,1700000
1218,Ayer Itam,Apartment / Condominium,Apartment,3,2,1,1080,Freehold,628000
1219,Bayan Lepas,Apartment / Condominium,Condominium,3,2,1,1020,Freehold,680000
1220,Jelutong,House,Semi-Detached House,3,2,0,3454,Freehold,1700000
1221,Gelugor,House,3-storey Terraced House,5,5,0,3200,Freehold,1300000
1222,Ayer Itam,Apartment / Condominium,Apartment,3,2,2,700,Freehold,365000
1223,Tanjong Tokong,Apartment / Condominium,Apartment,3,1,1,650,Leasehold,215000
1224,Perai,Apartment / Condominium,Apartment,3,2,1,945,Freehold,340000
1225,Balik Pulau,Apartment / Condominium,Others,4,3,2,1400,Freehold,530000
1226,Balik Pulau,House,Semi-Detached House,4,3,0,2400,Freehold,670000
1227,Bayan Baru,House,2-storey Terraced House,4,2,0,1200,Leasehold,580000
1228,Valdor,House,Semi-Detached House,5,5,0,3200,Freehold,799000
1229,Bertam,House,Cluster House,3,1,0,818,Freehold,225000
1230,Bertam,House,2-storey Terraced House,4,3,0,1518,Freehold,480000
1231,Bayan Lepas,Apartment / Condominium,Apartment,3,2,1,900,Freehold,385000
1232,Bukit Mertajam,Apartment / Condominium,Condominium,3,2,1,700,Freehold,230000
1233,Alma,House,2-storey Terraced House,4,3,0,2411,Freehold,630000
1234,Gelugor,Apartment / Condominium,Condominium,3,2,1,1111,Leasehold,520000
1235,Kepala Batas,House,Bungalow House,4,4,0,2470,Freehold,735000
1236,Georgetown,House,2-storey Terraced House,4,2,0,1400,Freehold,1180000
1237,Bukit Mertajam,House,1-storey Terraced House,3,1,0,1200,Freehold,330000
1238,Butterworth,Apartment / Condominium,Apartment,3,2,1,880,Freehold,200000
1239,Bukit Mertajam,Apartment / Condominium,Condominium,3,2,1,800,Freehold,215000
1240,Pulau Tikus,Apartment / Condominium,Condominium,3,2,1,1600,Freehold,750000
1241,Greenlane,House,1-storey Terraced House,2,2,0,3100,Freehold,1700000
1242,Pauh Jaya,House,Semi-Detached House,8,8,0,4300,Freehold,1800000
1243,Batu Ferringhi,Apartment / Condominium,Others,3,2,1,1250,Freehold,850000
1244,Perai,House,Semi-Detached House,5,4,0,2514,Freehold,800000
1245,Pulau Tikus,House,Bungalow House,6,5,0,6200,Freehold,5500000
1246,Relau,Apartment / Condominium,Condominium,3,2,2,1200,Freehold,850000
1247,Bayan Lepas,Apartment / Condominium,Condominium,3,2,2,1000,Freehold,590000
1248,Batu Uban,Apartment / Condominium,Condominium,2,1,2,850,Freehold,648000
1249,Kepala Batas,House,1-storey Terraced House,3,2,0,1100,Freehold,315000
1250,Gelugor,Apartment / Condominium,Condominium,4,2,2,1353,Freehold,588000
1251,Bayan Baru,House,2-storey Terraced House,4,3,0,1490,Leasehold,845000
1252,Bukit Mertajam,House,2-storey Terraced House,4,3,0,1800,Freehold,650000
1253,Simpang Ampat,Land,Commercial,0,0,0,1.17,Freehold,7650000
1254,Jelutong,Apartment / Condominium,Apartment,3,2,1,850,Freehold,398000
1255,Bukit Jambul,House,Bungalow House,10,8,0,15000,Leasehold,5900000
1256,Alma,House,2-storey Terraced House,4,3,0,1200,Freehold,630000
1257,Sungai Nibong,House,2-storey Terraced House,4,3,0,2000,Freehold,1350000
1258,Tanjong Tokong,Apartment / Condominium,Apartment,3,2,1,750,Freehold,375000
1259,Gelugor,Apartment / Condominium,Condominium,3,2,0,1000,Freehold,430000
1260,Butterworth,Apartment / Condominium,Condominium,2,2,0,1100,Freehold,398000
1261,Teluk Kumbar,House,2-storey Terraced House,4,2,0,2000,Freehold,550000
1262,Bertam,House,Bungalow House,3,2,0,2880,Freehold,570000
1263,Alma,House,Semi-Detached House,3,3,0,2400,Freehold,285000
1264,Bertam,House,Cluster House,3,2,0,818,Freehold,234999
1265,Bertam,House,Terraced House,3,2,0,1400,Freehold,290000
1266,Gelugor,House,Semi-Detached House,5,5,0,3758,Freehold,1850000
1267,Butterworth,Apartment / Condominium,Apartment,3,2,1,916,Freehold,400000
1268,Butterworth,Apartment / Condominium,Condominium,4,2,1,1367,Freehold,558000
1269,Butterworth,Apartment / Condominium,Apartment,4,2,2,1710,Freehold,499000
1270,Butterworth,Apartment / Condominium,Apartment,3,2,1,916,Freehold,399900
1271,Butterworth,House,2-storey Terraced House,4,3,0,1760,Freehold,598000
1272,Tanjong Tokong,House,2.5-storey Terraced House,5,6,0,3340,Freehold,2750000
1273,Batu Maung,House,3-storey Terraced House,6,6,0,3130,Freehold,1300000
