property_type,floor_size,developer,land_size,psf,furnishing,floor_level,tenure_type,built_year,listing_id,listing_time,bedroom_count,bathroom_counr,location,propertyguru_url
Condominium For Sale,951 sqft,Jesin Development Sdn. Bhd.,,RM 368.03 psf,Fully Furnished,,Leasehold,"March, 2008",35966504,22 hours ago,3,2,Georgetown,https://www.propertyguru.com.my/property-listing/serina-bay-for-sale-by-s-j-foo-35966504
Apartment For Sale,850 sqft,,,RM 352.94 psf,,,Freehold,,35966497,22 hours ago,3,2,Gelugor,https://www.propertyguru.com.my/property-listing/taman-pekaka-block-33-for-sale-by-anthony-liong-35966497
Condominium For Sale,1450 sqft,Golden Virtue Capital Sdn. Bhd.,,RM 517.24 psf,Fully Furnished,,Freehold,"January, 2015",35966495,22 hours ago,4,2,Bayan Lepas,https://www.propertyguru.com.my/property-listing/arena-residence-the-arena-for-sale-by-s-j-foo-35966495
Apartment For Sale,750 sqft,Koperasi Tunas Muda Sungai Ara Berhad,,RM 440.00 psf,Partially Furnished,,Freehold,"June, 2011",35966491,22 hours ago,3,2,Bayan Lepas,https://www.propertyguru.com.my/property-listing/idaman-lavender-for-sale-by-ken-loh-35966491
Condominium For Sale,1000 sqft,Pernas Group,,RM 430.00 psf,Fully Furnished,,Freehold,"January, 1994",35966476,22 hours ago,3,2,Batu Uban,https://www.propertyguru.com.my/property-listing/sunny-ville-condominium-for-sale-by-s-j-foo-35966476
Apartment For Sale,750 sqft,,,RM 426.67 psf,Partially Furnished,,Freehold,1999,35966472,22 hours ago,3,2,Relau,https://www.propertyguru.com.my/property-listing/taman-desa-relau-2-for-sale-by-ken-loh-35966472
Condominium For Sale,700 sqft,,,RM 371.43 psf,Partially Furnished,,Freehold,1999,35966468,22 hours ago,3,2,Relau,https://www.propertyguru.com.my/property-listing/taman-desa-relau-2-for-sale-by-anthony-liong-35966468
Apartment For Sale,700 sqft,,,RM 314.29 psf,Unfurnished,High Floor,Freehold,1996,35966446,23 hours ago,3,2,Batu Ferringhi,https://www.propertyguru.com.my/property-listing/ferringhi-mutiara-apartment-for-sale-by-ken-loh-35966446
Apartment For Sale,1425 sqft,SP Setia Berhad,,RM 544.56 psf,Unfurnished,,Freehold,"February, 2019",35966443,23 hours ago,3,3,Bayan Lepas,https://www.propertyguru.com.my/property-listing/setia-sky-vista-for-sale-by-s-j-foo-35966443
Condominium For Sale,1000 sqft,Modular Plantinum Sdn Bhd,,RM 520.00 psf,Unfurnished,,Freehold,"January, 2021",35966424,23 hours ago,3,2,Bayan Lepas,https://www.propertyguru.com.my/property-listing/imperial-grande-for-sale-by-s-j-foo-35966424
Condominium For Sale,900 sqft,,,RM 272.22 psf,Fully Furnished,,Freehold,,35966417,23 hours ago,3,2,Sungai Dua,https://www.propertyguru.com.my/property-listing/sri-saujana-for-sale-by-anthony-liong-35966417
Condominium For Sale,1180 sqft,Ideal Property Group,,RM 466.10 psf,Fully Furnished,,Freehold,"January, 2016",35966408,23 hours ago,3,2,Bayan Lepas,https://www.propertyguru.com.my/property-listing/one-imperial-for-sale-by-s-j-foo-35966408
Condominium For Sale,1115 sqft,GSD Land (M) Sdn. Bhd.,,RM 448.43 psf,Partially Furnished,,Freehold,"November, 2017",35966406,23 hours ago,3,2,Bayan Lepas,https://www.propertyguru.com.my/property-listing/gardens-ville-for-sale-by-ken-loh-35966406
Condominium For Sale,1050 sqft,Ideal Property Group,,RM 533.33 psf,Fully Furnished,,Freehold,"January, 2016",35966398,23 hours ago,3,2,Bayan Lepas,https://www.propertyguru.com.my/property-listing/one-imperial-for-sale-by-s-j-foo-35966398
Apartment For Sale,800 sqft,Arte Corp,,RM 450.00 psf,Partially Furnished,,Leasehold,"January, 2012",35966392,23 hours ago,3,2,Gelugor,https://www.propertyguru.com.my/property-listing/pulse-for-sale-by-ken-loh-35966392
Condominium For Sale,1033 sqft,,,RM 871.25 psf,,,Freehold,,35966321,23 hours ago,2,2,Gelugor,https://www.propertyguru.com.my/property-listing/mezzo-for-sale-by-steven-chee-35966321
Condominium For Sale,1087 sqft,IJM LAND BERHAD,,RM 743.33 psf,Fully Furnished,,Freehold,"May, 2015",35966373,23 hours ago,3,2,Gelugor,https://www.propertyguru.com.my/property-listing/vertiq-for-sale-by-s-j-foo-35966373
Condominium For Sale,1650 sqft,OHM Group,,RM 342.42 psf,Unfurnished,Middle Floor,Freehold,"January, 2014",35966364,23 hours ago,4,2,Ayer Itam,https://www.propertyguru.com.my/property-listing/shineville-park-condominium-for-sale-by-ken-loh-35966364
Condominium For Sale,1230 sqft,GSD Land (M) Sdn. Bhd.,,RM 422.76 psf,Unfurnished,,Freehold,"November, 2017",35966361,23 hours ago,3,2,Bayan Lepas,https://www.propertyguru.com.my/property-listing/gardens-ville-for-sale-by-s-j-foo-35966361
Apartment For Sale,700 sqft,,,RM 478.57 psf,Partially Furnished,,Freehold,,35966337,23 hours ago,3,2,Jelutong,https://www.propertyguru.com.my/property-listing/taman-pelangi-indah-apartment-for-sale-by-ken-loh-35966337
Condominium For Sale,1100 sqft,,,RM 499.09 psf,Fully Furnished,,Freehold,,35966348,23 hours ago,3,2,Greenlane,https://www.propertyguru.com.my/property-listing/menara-greenview-for-sale-by-s-j-foo-35966348
Condominium For Sale,1000 sqft,,,RM 560.00 psf,Unfurnished,,Freehold,,35966346,23 hours ago,3,2,Bayan Lepas,https://www.propertyguru.com.my/property-listing/imperial-grande-condo-for-sale-for-sale-by-chris-teoh-35966346
Condominium For Sale,1343 sqft,Lereng Wira Sdn Bhd,,RM 491.44 psf,Partially Furnished,Middle Floor,Freehold,,35966327,23 hours ago,4,2,Gelugor,https://www.propertyguru.com.my/property-listing/vista-gambier-for-sale-by-esther-tan-35966327
Condominium For Sale,850 sqft,,,RM 444.71 psf,Fully Furnished,,Freehold,,35966335,23 hours ago,3,2,Bayan Lepas,https://www.propertyguru.com.my/property-listing/villa-emas-for-sale-by-s-j-foo-35966335
Condominium For Sale,1000 sqft,,,RM 535.00 psf,Unfurnished,,Freehold,,35966333,23 hours ago,3,2,Bayan Lepas,https://www.propertyguru.com.my/property-listing/imperial-grande-condo-for-sale-for-sale-by-chris-teoh-35966333
Condominium For Sale,1250 sqft,Gema Intan Sdn. Bhd.,,RM 552.00 psf,Unfurnished,,Freehold,"January, 2016",35966315,23 hours ago,3,2,Jelutong,https://www.propertyguru.com.my/property-listing/skyview-residence-for-sale-by-s-j-foo-35966315
Condominium For Sale,1200 sqft,Taman Ratu Sdn Bhd,,RM 548.33 psf,Partially Furnished,Middle Floor,Freehold,"January, 1998",32749374,23 hours ago,3,2,Tajung Bungah,https://www.propertyguru.com.my/property-listing/marina-tower-ratu-mutiara-for-sale-by-jeffrey-chan-32749374
Condominium For Sale,1113 sqft,Arte Corp,,RM 449.24 psf,Unfurnished,,Leasehold,"April, 2012",35966293,23 hours ago,3,2,Gelugor,https://www.propertyguru.com.my/property-listing/the-oasis-for-sale-by-s-j-foo-35966293
Condominium For Sale,1033 sqft,,,RM 871.25 psf,,,,,35966292,23 hours ago,2,2,Gelugor,https://www.propertyguru.com.my/property-listing/mezzo-condo-for-sale-by-steven-chee-35966292
Condominium For Sale,1000 sqft,Modular Plantinum Sdn Bhd,,RM 520.00 psf,Unfurnished,,Freehold,"January, 2021",35966270,23 hours ago,3,2,Bayan Lepas,https://www.propertyguru.com.my/property-listing/imperial-grande-for-sale-by-ken-loh-35966270
Condominium For Sale,925 sqft,IJM LAND BERHAD,,RM 635.68 psf,Partially Furnished,,Leasehold,"January, 2017",35966241,23 hours ago,3,2,Jelutong,https://www.propertyguru.com.my/property-listing/the-spring-for-sale-by-s-j-foo-35966241
Condominium For Sale,900 sqft,Ideal Property Group,,RM 531.11 psf,Unfurnished,Middle Floor,Freehold,"January, 2019",35966222,23 hours ago,3,2,Bayan Lepas,https://www.propertyguru.com.my/property-listing/one-foresta-bayan-lepas-for-sale-by-ken-loh-35966222
Service Residence For Sale,915 sqft,Hua Yang Berhad,,RM 363.93 psf,Partially Furnished,,Freehold,"April, 2016",35786226,23 hours ago,3,2,Prai,https://www.propertyguru.com.my/property-listing/meritus-residensi-for-sale-by-glladys-lee-35786226
Condominium For Sale,1226 sqft,Visentak Capital Sdn Bhd,,RM 636.22 psf,Fully Furnished,,Freehold,"January, 2018",35966221,23 hours ago,3,2,Tajung Tokong,https://www.propertyguru.com.my/property-listing/mont-residence-penang-for-sale-by-s-j-foo-35966221
Condominium For Sale,1850 sqft,Cleansion Sdn Bhd,,RM 512.97 psf,Fully Furnished,,Freehold,"January, 2010",35966203,23 hours ago,3,3,Gelugor,https://www.propertyguru.com.my/property-listing/the-uban-residence-for-sale-by-s-j-foo-35966203
Condominium For Sale,1155 sqft,Prisma Bumiraya Sdn. Bhd,,RM 593.07 psf,Unfurnished,,Freehold,2020,35966197,23 hours ago,3,2,Bayan Lepas,https://www.propertyguru.com.my/property-listing/novus-condominium-for-sale-by-ken-loh-35966197
Condominium For Sale,750 sqft,,,RM 493.33 psf,Unfurnished,,Freehold,,35966193,23 hours ago,3,2,Tajung Tokong,https://www.propertyguru.com.my/property-listing/taman-evergreen-rare-in-the-market-original-low-density-for-sale-by-s-j-foo-35966193
Condominium For Sale,986 sqft,IJM LAND BERHAD,,RM 456.39 psf,Fully Furnished,,Leasehold,2004,35966177,23 hours ago,3,2,Bukit Jambul,https://www.propertyguru.com.my/property-listing/alpine-tower-for-sale-by-s-j-foo-35966177
Condominium For Sale,862 sqft,Prisma Bumiraya Sdn. Bhd,,RM 638.05 psf,Unfurnished,,Freehold,2020,35966176,23 hours ago,3,2,Bayan Lepas,https://www.propertyguru.com.my/property-listing/novus-condominium-for-sale-by-ken-loh-35966176
Condominium For Sale,1403 sqft,BSG Property,,RM 784.03 psf,Unfurnished,,Freehold,2019,35966149,23 hours ago,3,3,Gelugor,https://www.propertyguru.com.my/property-listing/middleton-minden-heights-for-sale-by-s-j-foo-35966149
Condominium For Sale,900 sqft,Brem Holding Berhad,,RM 433.33 psf,Fully Furnished,,Freehold,"January, 1999",35966143,23 hours ago,3,2,Gelugor,https://www.propertyguru.com.my/property-listing/gambier-heights-for-sale-by-ken-loh-35966143
Condominium For Sale,1011 sqft,SEAL Incorporated Berhad,,RM 514.34 psf,Partially Furnished,,Freehold,"January, 2014",35966141,23 hours ago,3,2,Bayan Lepas,https://www.propertyguru.com.my/property-listing/elit-heights-bayan-city-for-sale-by-cris-ng-35966141
Condominium For Sale,1475 sqft,IJM Land Berhad,,RM 711.86 psf,Unfurnished,,Freehold,"January, 2012",35966127,23 hours ago,3,2,Gelugor,https://www.propertyguru.com.my/property-listing/the-light-linear-the-light-waterfront-for-sale-by-s-j-foo-35966127
Condominium For Sale,1123 sqft,SEAL Incorporated Berhad,,RM 487.98 psf,,,Freehold,"January, 2014",35966115,23 hours ago,3,2,Bayan Lepas,https://www.propertyguru.com.my/property-listing/elit-heights-bayan-city-for-sale-by-cris-ng-35966115
Apartment For Sale,700 sqft,,,RM 471.43 psf,Fully Furnished,,Freehold,"January, 1998",35966113,23 hours ago,3,2,Gelugor,https://www.propertyguru.com.my/property-listing/taman-jade-view-for-sale-by-ken-loh-35966113
Condominium For Sale,851 sqft,IJM LAND BERHAD,,RM 727.25 psf,Unfurnished,,Leasehold,"September, 2022",35966106,1 day ago,3,2,Jelutong,https://www.propertyguru.com.my/property-listing/3-residence-for-sale-by-s-j-foo-35966106
Condominium For Sale,1155 sqft,Prisma Bumiraya Sdn. Bhd,,RM 606.06 psf,Unfurnished,,Freehold,2020,35966094,1 day ago,3,2,Bayan Lepas,https://www.propertyguru.com.my/property-listing/novus-condominium-for-sale-by-s-j-foo-35966094
Apartment For Sale,800 sqft,Alor Vista Sdn Bhd,,RM 400.00 psf,Partially Furnished,,Freehold,"January, 2008",35966092,1 day ago,3,2,Bayan Lepas,https://www.propertyguru.com.my/property-listing/relau-vista-for-sale-by-ken-loh-35966092
Apartment For Sale,925 sqft,,,RM 378.38 psf,Fully Furnished,,Leasehold,"January, 1997",35966073,1 day ago,3,2,Gelugor,https://www.propertyguru.com.my/property-listing/pangsapuri-desa-permai-indah-for-sale-by-s-j-foo-35966073
Apartment For Sale,850 sqft,,,RM 447.06 psf,Fully Furnished,,Freehold,"January, 1998",35966067,1 day ago,3,2,Gelugor,https://www.propertyguru.com.my/property-listing/taman-pekaka-apartment-for-sale-by-ken-loh-35966067
Condominium For Sale,1285 sqft,Lembaman Development Sdn Bhd,,RM 533.07 psf,Fully Furnished,Middle Floor,Freehold,,35966081,1 day ago,4,3,Ayer Itam,https://www.propertyguru.com.my/property-listing/spring-summer-tower-all-seasons-park-for-sale-by-desmond-35966081
Condominium For Sale,1000 sqft,Ideal Property Group,,RM 490.00 psf,,,Freehold,,35966056,1 day ago,3,2,Bayan Lepas,https://www.propertyguru.com.my/property-listing/forestville-for-sale-by-cris-ng-35966056
Condominium For Sale,872 sqft,,,RM 745.41 psf,Fully Furnished,,Freehold,,35966059,1 day ago,3,2,Bayan Lepas,https://www.propertyguru.com.my/property-listing/tropicana-bay-residences-pwc-for-sale-by-s-j-foo-35966059
Condominium For Sale,1314 sqft,Setia Promenade Sdn Bhd (SP Setia),,RM 532.72 psf,Partially Furnished,,Freehold,"December, 2016",35966042,1 day ago,3,2,Bayan Lepas,https://www.propertyguru.com.my/property-listing/setia-pinnacle-for-sale-by-angie-khoo-35966042
Condominium For Sale,850 sqft,,,RM 441.18 psf,Partially Furnished,,Freehold,"January, 1999",35966034,1 day ago,3,2,Bukit Jambul,https://www.propertyguru.com.my/property-listing/desa-golf-condominium-for-sale-by-ken-loh-35966034
Condominium For Sale,1200 sqft,,,RM 383.33 psf,Partially Furnished,,Freehold,1998,35966029,1 day ago,3,2,Bayan Lepas,https://www.propertyguru.com.my/property-listing/pearl-garden-for-sale-by-s-j-foo-35966029
Condominium For Sale,856 sqft,Belleview Group,,RM 617.99 psf,Fully Furnished,,Freehold,"January, 2013",35966005,1 day ago,3,2,Ayer Itam,https://www.propertyguru.com.my/property-listing/all-seasons-park-for-sale-by-s-j-foo-35966005
Flat For Sale,550 sqft,,,RM 227.27 psf,Partially Furnished,,Leasehold,,35965984,1 day ago,2,1,Ayer Itam,https://www.propertyguru.com.my/property-listing/semarak-api-flat-for-sale-by-s-j-foo-35965984
Service Residence For Sale,612 sqft,Premcourt Development Sdn Bhd (A subsidiary of Tambun Indah Land Berhad),,RM 784.31 psf,Fully Furnished,,Freehold,,35965990,1 day ago,2,2,Jelutong,https://www.propertyguru.com.my/property-listing/straits-garden-suite-jelutong-for-sale-by-ken-loh-35965990
Condominium For Sale,1607 sqft,,,RM 463.60 psf,Unfurnished,,Freehold,,35965964,1 day ago,4,2,Jelutong,https://www.propertyguru.com.my/property-listing/the-h2o-condominium-jelutong-for-sale-by-s-j-foo-35965964
Condominium For Sale,1260 sqft,S P Setia Bhd,,RM 523.81 psf,Fully Furnished,Low Floor,Freehold,"May, 2015",35965899,1 day ago,3,2,Bayan Lepas,https://www.propertyguru.com.my/property-listing/reflections-condominium-for-sale-by-kelvin-ooi-35965899
Condominium For Sale,1658 sqft,,,RM 452.35 psf,Unfurnished,,Freehold,,35965952,1 day ago,4,2,Jelutong,https://www.propertyguru.com.my/property-listing/the-h2o-condominium-jelutong-for-sale-by-s-j-foo-35965952
Condominium For Sale,1155 sqft,Prisma Bumiraya Sdn. Bhd,,RM 536.80 psf,Unfurnished,Low Floor,Freehold,2020,35965931,1 day ago,3,2,Bayan Lepas,https://www.propertyguru.com.my/property-listing/novus-condominium-for-sale-by-ken-loh-35965931
Apartment For Sale,925 sqft,,,RM 430.27 psf,Fully Furnished,,Leasehold,"January, 1997",35965925,1 day ago,3,2,Gelugor,https://www.propertyguru.com.my/property-listing/pangsapuri-desa-permai-indah-for-sale-by-s-j-foo-35965925
Apartment For Sale,950 sqft,,,RM 421.05 psf,Fully Furnished,,Leasehold,"January, 1997",35965903,1 day ago,3,2,Gelugor,https://www.propertyguru.com.my/property-listing/pangsapuri-desa-permai-indah-for-sale-by-s-j-foo-35965903
Condominium For Sale,1115 sqft,Ideal Property Group,,RM 529.15 psf,Fully Furnished,,Freehold,"January, 2017",35965902,1 day ago,3,2,Bayan Lepas,https://www.propertyguru.com.my/property-listing/solaria-residences-for-sale-by-cris-ng-35965902
Apartment For Sale,861 sqft,IJM Land Berhad,,RM 522.65 psf,Fully Furnished,,Leasehold,"January, 2004",35965895,1 day ago,3,2,Jelutong,https://www.propertyguru.com.my/property-listing/the-ocean-view-jelutong-for-sale-by-ken-loh-35965895
Condominium For Sale,1600 sqft,IOI PROPERTIES GROUP BERHAD,,RM 606.25 psf,,,Freehold,"June, 2011",35965881,1 day ago,3,2,Tajung Tokong,https://www.propertyguru.com.my/property-listing/fettes-residences-for-sale-by-minggie-35965881
Condominium For Sale,1280 sqft,IJM Land Berhad,,RM 334.38 psf,Unfurnished,,Leasehold,"January, 1999",35965875,1 day ago,3,2,Bayan Lepas,https://www.propertyguru.com.my/property-listing/lakeside-towers-for-sale-by-s-j-foo-35965875
Apartment For Sale,800 sqft,,,RM 475.00 psf,Unfurnished,,Freehold,2003,35965867,1 day ago,2,2,Jelutong,https://www.propertyguru.com.my/property-listing/kota-emas-for-sale-by-ken-loh-35965867
Apartment For Sale,550 sqft,,,RM 272.73 psf,Unfurnished,High Floor,Freehold,"October, 2022",35965171,1 day ago,2,2,Tajung Tokong,https://www.propertyguru.com.my/property-listing/puncak-erskine-for-sale-by-steven-hng-35965171
Condominium For Sale,1000 sqft,Ideal Property Group,,RM 490.00 psf,,,Freehold,,35965857,1 day ago,3,2,Bayan Lepas,https://www.propertyguru.com.my/property-listing/forestville-for-sale-by-minggie-35965857
Condominium For Sale,1200 sqft,IJM Land Berhad,,RM 358.33 psf,Fully Furnished,,Leasehold,"January, 1999",35965849,1 day ago,3,2,Bayan Lepas,https://www.propertyguru.com.my/property-listing/lakeside-towers-for-sale-by-s-j-foo-35965849
Condominium For Sale,850 sqft,Aspen,,RM 529.41 psf,Unfurnished,,Freehold,"December, 2018",35965843,1 day ago,3,2,Tajung Tokong,https://www.propertyguru.com.my/property-listing/tri-pinnacle-for-sale-by-ken-loh-35965843
Condominium For Sale,1450 sqft,Ideal Capital Intelligence Sdn Bhd,,RM 496.55 psf,Fully Furnished,Middle Floor,Freehold,"January, 2012",35965837,1 day ago,3,2,Bayan Lepas,https://www.propertyguru.com.my/property-listing/1-sky-1-world-ii-for-sale-by-j-jack-35965837
Condominium For Sale,845 sqft,IJM LAND BERHAD,,RM 781.07 psf,Unfurnished,,Leasehold,"September, 2022",35965828,1 day ago,3,2,Jelutong,https://www.propertyguru.com.my/property-listing/3-residence-for-sale-by-s-j-foo-35965828
Apartment For Sale,800 sqft,Zubicon Sdn. Bhd.,,RM 462.50 psf,,,Leasehold,2016,35965819,1 day ago,3,2,Georgetown,https://www.propertyguru.com.my/property-listing/the-rise-collection-2-for-sale-by-minggie-35965819
Condominium For Sale,1000 sqft,Techware Enterprise,,RM 500.00 psf,Partially Furnished,Middle Floor,Leasehold,"January, 2006",35965806,1 day ago,3,2,Bayan Lepas,https://www.propertyguru.com.my/property-listing/putra-place-condominium-for-sale-by-jia-yong-35965806
Condominium For Sale,845 sqft,IJM LAND BERHAD,,RM 769.23 psf,Unfurnished,,Leasehold,"September, 2022",35965801,1 day ago,3,2,Jelutong,https://www.propertyguru.com.my/property-listing/3-residence-for-sale-by-s-j-foo-35965801
Apartment For Sale,838 sqft,ASIA GREEN GROUP,,RM 435.56 psf,,,Freehold,"January, 2007",35965797,1 day ago,2,2,Ayer Itam,https://www.propertyguru.com.my/property-listing/asia-heights-for-sale-by-minggie-35965797
